 x  	 F(x)  
0	0.0115065
0.002	0.011545
0.004	0.0117933
0.006	0.0126263
0.008	0.013497
0.01	0.0144065
0.012	0.0153562
0.014	0.0163473
0.016	0.0173811
0.018	0.018459
0.02	0.0195821
0.022	0.0207516
0.024	0.0219688
0.026	0.0232348
0.028	0.0245506
0.03	0.0259174
0.032	0.027336
0.034	0.0288074
0.036	0.0303323
0.038	0.0319116
0.04	0.0335456
0.042	0.035235
0.044	0.03698
0.046	0.0387809
0.048	0.0406378
0.05	0.0425504
0.052	0.0445186
0.054	0.0465418
0.056	0.0486195
0.058	0.0507507
0.06	0.0529345
0.062	0.0551696
0.064	0.0574546
0.066	0.0597877
0.068	0.0621672
0.07	0.0645909
0.072	0.0670565
0.074	0.0695615
0.076	0.0721033
0.078	0.074679
0.08	0.0772855
0.082	0.0799196
0.084	0.0825779
0.086	0.085257
0.088	0.0879532
0.09	0.0906628
0.092	0.0933821
0.094	0.0961071
0.096	0.098834
0.098	0.101559
0.1	0.104278
0.102	0.106987
0.104	0.109683
0.106	0.112362
0.108	0.115019
0.11	0.117653
0.112	0.120258
0.114	0.122832
0.116	0.125373
0.118	0.127876
0.12	0.13034
0.122	0.132761
0.124	0.135138
0.126	0.137468
0.128	0.139749
0.13	0.14198
0.132	0.144159
0.134	0.146286
0.136	0.148358
0.138	0.150375
0.14	0.152336
0.142	0.154242
0.144	0.156091
0.146	0.157883
0.148	0.159619
0.15	0.161299
0.152	0.162923
0.154	0.164491
0.156	0.166004
0.158	0.167463
0.16	0.168869
0.162	0.170222
0.164	0.171524
0.166	0.172775
0.168	0.173977
0.17	0.175131
0.172	0.176237
0.174	0.177298
0.176	0.178315
0.178	0.179288
0.18	0.180219
0.182	0.181109
0.184	0.18196
0.186	0.182805
0.188	0.183689
0.19	0.184617
0.192	0.185588
0.194	0.186604
0.196	0.187667
0.198	0.188778
0.2	0.189938
0.202	0.191149
0.204	0.192412
0.206	0.193728
0.208	0.195098
0.21	0.196524
0.212	0.198006
0.214	0.199546
0.216	0.201144
0.218	0.2028
0.22	0.204516
0.222	0.206293
0.224	0.208129
0.226	0.210025
0.228	0.211982
0.23	0.213998
0.232	0.216074
0.234	0.218209
0.236	0.220402
0.238	0.222651
0.24	0.224956
0.242	0.227315
0.244	0.229725
0.246	0.232186
0.248	0.234695
0.25	0.237249
0.252	0.239846
0.254	0.242482
0.256	0.245155
0.258	0.247861
0.26	0.250596
0.262	0.253358
0.264	0.256142
0.266	0.258944
0.268	0.26176
0.27	0.264587
0.272	0.267419
0.274	0.270253
0.276	0.273085
0.278	0.27591
0.28	0.278724
0.282	0.281523
0.284	0.284303
0.286	0.287061
0.288	0.289792
0.29	0.292493
0.292	0.295161
0.294	0.297792
0.296	0.300383
0.298	0.302932
0.3	0.305435
0.302	0.307891
0.304	0.310297
0.306	0.312651
0.308	0.314952
0.31	0.317198
0.312	0.319388
0.314	0.321522
0.316	0.323597
0.318	0.325614
0.32	0.327572
0.322	0.329471
0.324	0.331311
0.326	0.333092
0.328	0.334815
0.33	0.336479
0.332	0.338086
0.334	0.339636
0.336	0.341131
0.338	0.34257
0.34	0.343955
0.342	0.345288
0.344	0.346568
0.346	0.347798
0.348	0.348979
0.35	0.350112
0.352	0.351198
0.354	0.352239
0.356	0.353236
0.358	0.354191
0.36	0.355104
0.362	0.355978
0.364	0.356813
0.366	0.357623
0.368	0.358462
0.37	0.359337
0.372	0.360251
0.374	0.361203
0.376	0.362196
0.378	0.363231
0.38	0.364308
0.382	0.36543
0.384	0.366596
0.386	0.367809
0.388	0.369069
0.39	0.370377
