 x  	 F(x)  
0	0.011516
0.002	0.0115538
0.004	0.0118362
0.006	0.012663
0.008	0.0135274
0.01	0.0144307
0.012	0.0153742
0.014	0.0163593
0.016	0.0173872
0.018	0.0184593
0.02	0.0195767
0.022	0.0207408
0.024	0.0219527
0.026	0.0232137
0.028	0.0245248
0.03	0.025887
0.032	0.0273015
0.034	0.028769
0.036	0.0302905
0.038	0.0318666
0.04	0.033498
0.042	0.0351851
0.044	0.0369283
0.046	0.0387279
0.048	0.0405839
0.05	0.0424962
0.052	0.0444646
0.054	0.0464886
0.056	0.0485675
0.058	0.0507006
0.06	0.0528868
0.062	0.0551248
0.064	0.0574133
0.066	0.0597504
0.068	0.0621344
0.07	0.064563
0.072	0.0670341
0.074	0.0695451
0.076	0.0720932
0.078	0.0746756
0.08	0.0772891
0.082	0.0799304
0.084	0.0825963
0.086	0.0852831
0.088	0.0879871
0.09	0.0907046
0.092	0.0934318
0.094	0.0961647
0.096	0.0988994
0.098	0.101632
0.1	0.104358
0.102	0.107075
0.104	0.109777
0.106	0.112463
0.108	0.115126
0.11	0.117765
0.112	0.120376
0.114	0.122955
0.116	0.125499
0.118	0.128006
0.12	0.130472
0.122	0.132896
0.124	0.135274
0.126	0.137605
0.128	0.139887
0.13	0.142118
0.132	0.144296
0.134	0.146421
0.136	0.148491
0.138	0.150505
0.14	0.152463
0.142	0.154365
0.144	0.15621
0.146	0.157997
0.148	0.159728
0.15	0.161402
0.152	0.16302
0.154	0.164582
0.156	0.166089
0.158	0.167541
0.16	0.168939
0.162	0.170285
0.164	0.171579
0.166	0.172823
0.168	0.174016
0.17	0.175162
0.172	0.17626
0.174	0.177313
0.176	0.178321
0.178	0.179286
0.18	0.180209
0.182	0.181091
0.184	0.181934
0.186	0.182771
0.188	0.183649
0.19	0.184569
0.192	0.185533
0.194	0.186542
0.196	0.187598
0.198	0.188702
0.2	0.189855
0.202	0.19106
0.204	0.192316
0.206	0.193626
0.208	0.19499
0.21	0.19641
0.212	0.197887
0.214	0.199422
0.216	0.201015
0.218	0.202668
0.22	0.20438
0.222	0.206153
0.224	0.207987
0.226	0.209881
0.228	0.211837
0.23	0.213852
0.232	0.215928
0.234	0.218063
0.236	0.220257
0.238	0.222508
0.24	0.224816
0.242	0.227178
0.244	0.229592
0.246	0.232058
0.248	0.234572
0.25	0.237132
0.252	0.239735
0.254	0.242378
0.256	0.245059
0.258	0.247773
0.26	0.250518
0.262	0.253288
0.264	0.256082
0.266	0.258894
0.268	0.26172
0.27	0.264557
0.272	0.2674
0.274	0.270245
0.276	0.273087
0.278	0.275923
0.28	0.278747
0.282	0.281557
0.284	0.284347
0.286	0.287115
0.288	0.289855
0.29	0.292565
0.292	0.295242
0.294	0.297881
0.296	0.300479
0.298	0.303035
0.3	0.305544
0.302	0.308006
0.304	0.310417
0.306	0.312776
0.308	0.31508
0.31	0.31733
0.312	0.319522
0.314	0.321657
0.316	0.323734
0.318	0.325751
0.32	0.327709
0.322	0.329607
0.324	0.331446
0.326	0.333225
0.328	0.334945
0.33	0.336607
0.332	0.338211
0.334	0.339757
0.336	0.341247
0.338	0.342682
0.34	0.344063
0.342	0.34539
0.344	0.346665
0.346	0.347889
0.348	0.349064
0.35	0.350191
0.352	0.351271
0.354	0.352306
0.356	0.353296
0.358	0.354244
0.36	0.355151
0.362	0.356018
0.364	0.356846
0.366	0.357648
0.368	0.358478
0.37	0.359345
0.372	0.360249
0.374	0.361193
0.376	0.362178
0.378	0.363204
0.38	0.364273
0.382	0.365386
0.384	0.366544
0.386	0.367749
0.388	0.369001
0.39	0.370302
0.392	0.371652
0.394	0.373052
0.396	0.374503
0.398	0.376007
0.4	0.377562
0.402	0.379171
0.404	0.380832
0.406	0.382547
0.408	0.384316
0.41	0.386138
0.412	0.388014
0.414	0.389942
0.416	0.391922
0.418	0.393954
0.42	0.396037
0.422	0.398169
0.424	0.400349
0.426	0.402575
0.428	0.404846
0.43	0.407159
0.432	0.409513
0.434	0.411906
0.436	0.414333
0.438	0.416794
0.44	0.419285
0.442	0.421802
0.444	0.424343
0.446	0.426904
0.448	0.429482
0.45	0.432073
0.452	0.434674
0.454	0.437281
0.456	0.43989
0.458	0.442497
0.46	0.445099
0.462	0.447692
0.464	0.450273
0.466	0.452837
0.468	0.455381
0.47	0.457903
0.472	0.460398
0.474	0.462864
0.476	0.465297
0.478	0.467696
0.48	0.470056
0.482	0.472376
0.484	0.474654
0.486	0.476888
0.488	0.479075
0.49	0.481215
0.492	0.483305
0.494	0.485345
0.496	0.487333
0.498	0.489269
0.5	0.491152
0.502	0.492982
0.504	0.494758
0.506	0.496481
0.508	0.49815
0.51	0.499765
0.512	0.501328
0.514	0.502838
0.516	0.504296
0.518	0.505702
0.52	0.507058
0.522	0.508364
0.524	0.509621
0.526	0.510831
0.528	0.511994
0.53	0.513111
0.532	0.514184
0.534	0.515213
0.536	0.516201
0.538	0.517147
0.54	0.518054
0.542	0.518923
0.544	0.519755
0.546	0.52047
0.548	0.521159
0.55	0.52188
0.552	0.522635
0.554	0.523425
0.556	0.52425
0.558	0.525112
0.56	0.526013
0.562	0.526953
0.564	0.527933
0.566	0.528956
0.568	0.53002
0.57	0.531129
0.572	0.532282
0.574	0.533481
0.576	0.534727
0.578	0.536019
0.58	0.53736
0.582	0.538749
0.584	0.540187
0.586	0.541675
0.588	0.543212
0.59	0.544799
0.592	0.546436
0.594	0.548122
0.596	0.549857
0.598	0.551641
0.6	0.553473
0.602	0.555352
0.604	0.557277
0.606	0.559246
0.608	0.561259
0.61	0.563313
0.612	0.565407
0.614	0.567539
0.616	0.569706
0.618	0.571905
0.62	0.574136
0.622	0.576393
0.624	0.578676
0.626	0.58098
0.628	0.583302
0.63	0.58564
0.632	0.587989
0.634	0.590347
0.636	0.59271
0.638	0.595074
0.64	0.597435
0.642	0.599791
0.644	0.602138
0.646	0.604473
0.648	0.606791
0.65	0.609091
0.652	0.611368
0.654	0.61362
0.656	0.615844
0.658	0.618036
0.66	0.620196
0.662	0.622319
0.664	0.624405
0.666	0.626451
0.668	0.628455
0.67	0.630415
0.672	0.632331
0.674	0.634201
0.676	0.636023
0.678	0.637798
0.68	0.639525
0.682	0.641202
0.684	0.64283
0.686	0.644408
0.688	0.645937
0.69	0.647417
0.692	0.648848
0.694	0.65023
0.696	0.651564
0.698	0.65285
0.7	0.65409
0.702	0.655283
0.704	0.656432
0.706	0.657536
0.708	0.658597
0.71	0.659616
0.712	0.660594
0.714	0.661532
0.716	0.66243
0.718	0.663292
0.72	0.664116
0.722	0.664905
0.724	0.66566
0.726	0.666211
0.728	0.666738
0.73	0.667292
0.732	0.667874
0.734	0.668484
0.736	0.669124
0.738	0.669794
0.74	0.670497
0.742	0.671232
0.744	0.672002
0.746	0.672806
0.748	0.673647
0.75	0.674525
0.752	0.675441
0.754	0.676396
0.756	0.677392
0.758	0.678428
0.76	0.679505
0.762	0.680625
0.764	0.681788
0.766	0.682995
0.768	0.684246
0.77	0.68554
0.772	0.68688
0.774	0.688264
0.776	0.689692
0.778	0.691165
0.78	0.692681
0.782	0.694241
0.784	0.695843
0.786	0.697488
0.788	0.699172
0.79	0.700897
0.792	0.702659
0.794	0.704457
0.796	0.70629
0.798	0.708156
0.8	0.710052
0.802	0.711975
0.804	0.713925
0.806	0.715897
0.808	0.717889
0.81	0.719899
0.812	0.721922
0.814	0.723957
0.816	0.726
0.818	0.728048
0.82	0.730097
0.822	0.732144
0.824	0.734187
0.826	0.736221
0.828	0.738244
0.83	0.740253
0.832	0.742244
0.834	0.744216
0.836	0.746164
0.838	0.748087
0.84	0.749982
0.842	0.751847
0.844	0.753679
0.846	0.755477
0.848	0.757239
0.85	0.758963
0.852	0.760647
0.854	0.762292
0.856	0.763895
0.858	0.765455
0.86	0.766973
0.862	0.768447
0.864	0.769878
0.866	0.771264
0.868	0.772606
0.87	0.773904
0.872	0.775158
0.874	0.776369
0.876	0.777537
0.878	0.778662
0.88	0.779745
0.882	0.780788
0.884	0.78179
0.886	0.782752
0.888	0.783676
0.89	0.784562
0.892	0.785411
0.894	0.786225
0.896	0.787004
0.898	0.78775
0.9	0.788463
0.902	0.789144
0.904	0.789796
0.906	0.790418
0.908	0.790981
0.91	0.791368
0.912	0.791775
0.914	0.792205
0.916	0.792656
0.918	0.793131
0.92	0.793631
0.922	0.794156
0.924	0.794707
0.926	0.795285
0.928	0.795892
0.93	0.796527
0.932	0.797193
0.934	0.797889
0.936	0.798618
0.938	0.799379
0.94	0.800173
0.942	0.801001
0.944	0.801865
0.946	0.802764
0.948	0.803699
0.95	0.80467
0.952	0.805679
0.954	0.806724
0.956	0.807807
0.958	0.808928
0.96	0.810086
0.962	0.811281
0.964	0.812512
0.966	0.81378
0.968	0.815084
0.97	0.816423
0.972	0.817795
0.974	0.8192
0.976	0.820636
0.978	0.822102
0.98	0.823596
0.982	0.825116
0.984	0.826661
0.986	0.828228
0.988	0.829815
0.99	0.83142
0.992	0.833039
0.994	0.834671
0.996	0.836313
0.998	0.837962
1	0.839615
1.002	0.84127
1.004	0.842923
1.006	0.844572
1.008	0.846214
1.01	0.847847
1.012	0.849467
1.014	0.851072
1.016	0.85266
1.018	0.854228
1.02	0.855774
1.022	0.857295
1.024	0.858791
1.026	0.860258
1.028	0.861697
1.03	0.863104
1.032	0.864478
1.034	0.86582
1.036	0.867126
1.038	0.868398
1.04	0.869633
1.042	0.870832
1.044	0.871995
1.046	0.87312
1.048	0.874208
1.05	0.875259
1.052	0.876274
1.054	0.877252
1.056	0.878193
1.058	0.879099
1.06	0.87997
1.062	0.880807
1.064	0.881609
1.066	0.882379
1.068	0.883116
1.07	0.883822
1.072	0.884497
1.074	0.885143
1.076	0.88576
1.078	0.886348
1.08	0.886911
1.082	0.887447
1.084	0.887958
1.086	0.888445
1.088	0.888861
1.09	0.889099
1.092	0.889352
1.094	0.889619
1.096	0.889901
1.098	0.890199
1.1	0.890514
1.102	0.890846
1.104	0.891196
1.106	0.891565
1.108	0.891954
1.11	0.892362
1.112	0.892792
1.114	0.893243
1.116	0.893717
1.118	0.894214
1.12	0.894735
1.122	0.895281
1.124	0.895851
1.126	0.896448
1.128	0.89707
1.13	0.89772
1.132	0.898396
1.134	0.8991
1.136	0.899832
1.138	0.900592
1.14	0.90138
1.142	0.902196
1.144	0.903041
1.146	0.903913
1.148	0.904812
1.15	0.905739
1.152	0.906692
1.154	0.907671
1.156	0.908674
1.158	0.909702
1.16	0.910752
1.162	0.911824
1.164	0.912916
1.166	0.914026
1.168	0.915153
1.17	0.916295
1.172	0.917451
1.174	0.918618
1.176	0.919794
1.178	0.920977
1.18	0.922165
1.182	0.923356
1.184	0.924548
1.186	0.925738
1.188	0.926925
1.19	0.928105
1.192	0.929278
1.194	0.93044
1.196	0.93159
1.198	0.932727
1.2	0.933847
1.202	0.93495
1.204	0.936034
1.206	0.937097
1.208	0.938139
1.21	0.939157
1.212	0.940152
1.214	0.941121
1.216	0.942065
1.218	0.942982
1.22	0.943872
1.222	0.944735
1.224	0.94557
1.226	0.946378
1.228	0.947157
1.23	0.947909
1.232	0.948634
1.234	0.949331
1.236	0.95
1.238	0.950644
1.24	0.951261
1.242	0.951852
1.244	0.952418
1.246	0.95296
1.248	0.953478
1.25	0.953973
1.252	0.954445
1.254	0.954895
1.256	0.955324
1.258	0.955733
1.26	0.956122
1.262	0.956492
1.264	0.956844
1.266	0.957178
1.268	0.957496
1.27	0.957798
1.272	0.958043
1.274	0.958175
1.276	0.958314
1.278	0.958462
1.28	0.958619
1.282	0.958784
1.284	0.958959
1.286	0.959144
1.288	0.95934
1.29	0.959546
1.292	0.959763
1.294	0.959992
1.296	0.960233
1.298	0.960487
1.3	0.960754
1.302	0.961034
1.304	0.961328
1.306	0.961636
1.308	0.961958
1.31	0.962295
1.312	0.962648
1.314	0.963016
1.316	0.963399
1.318	0.963798
1.32	0.964213
1.322	0.964645
1.324	0.965092
1.326	0.965555
1.328	0.966034
1.33	0.966529
1.332	0.967039
1.334	0.967564
1.336	0.968104
1.338	0.968658
1.34	0.969225
1.342	0.969805
1.344	0.970398
1.346	0.971002
1.348	0.971616
1.35	0.972239
1.352	0.972871
1.354	0.97351
1.356	0.974155
1.358	0.974805
1.36	0.975459
1.362	0.976115
1.364	0.976772
1.366	0.977429
1.368	0.978084
1.37	0.978736
1.372	0.979384
1.374	0.980028
1.376	0.980664
1.378	0.981293
1.38	0.981913
1.382	0.982524
1.384	0.983123
1.386	0.983712
1.388	0.984288
1.39	0.98485
1.392	0.9854
1.394	0.985935
1.396	0.986455
1.398	0.98696
1.4	0.98745
1.402	0.987925
1.404	0.988383
1.406	0.988826
1.408	0.989253
1.41	0.989664
1.412	0.990059
1.414	0.990439
1.416	0.990804
1.418	0.991153
1.42	0.991488
1.422	0.991808
1.424	0.992114
1.426	0.992406
1.428	0.992684
1.43	0.99295
1.432	0.993203
1.434	0.993443
1.436	0.993672
1.438	0.99389
1.44	0.994097
1.442	0.994293
1.444	0.994479
1.446	0.994655
1.448	0.994822
1.45	0.994981
1.452	0.995115
1.454	0.995131
1.456	0.995149
1.458	0.995168
1.46	0.995188
1.462	0.995209
1.464	0.995232
1.466	0.995256
1.468	0.995282
1.47	0.995309
1.472	0.995338
1.474	0.995368
1.476	0.995401
1.478	0.995435
1.48	0.99547
1.482	0.995508
1.484	0.995548
1.486	0.99559
1.488	0.995634
1.49	0.99568
1.492	0.995728
1.494	0.995779
1.496	0.995831
1.498	0.995886
1.5	0.995944
1.502	0.996003
1.504	0.996065
1.506	0.99613
1.508	0.996196
1.51	0.996265
1.512	0.996336
1.514	0.99641
1.516	0.996485
1.518	0.996563
1.52	0.996642
1.522	0.996723
1.524	0.996806
1.526	0.996891
1.528	0.996977
1.53	0.997065
1.532	0.997153
1.534	0.997243
1.536	0.997334
1.538	0.997425
1.54	0.997517
1.542	0.997609
1.544	0.997701
1.546	0.997793
1.548	0.997885
1.55	0.997976
1.552	0.998067
1.554	0.998156
1.556	0.998245
1.558	0.998333
1.56	0.998419
1.562	0.998504
1.564	0.998588
1.566	0.998669
1.568	0.998749
1.57	0.998827
1.572	0.998903
1.574	0.998976
1.576	0.999048
1.578	0.999117
1.58	0.999184
1.582	0.999249
1.584	0.999312
1.586	0.999372
1.588	0.99943
1.59	0.999486
1.592	0.999539
1.594	0.999591
1.596	0.99964
1.598	0.999686
1.6	0.999731
1.602	0.999774
1.604	0.999815
1.606	0.999853
1.608	0.99989
1.61	0.999925
1.612	0.999958
1.614	0.99999
1.616	1.00002
1.618	1.00005
1.62	1.00007
1.622	1.0001
1.624	1.00012
1.626	1.00015
1.628	1.00017
1.63	1.00019
1.632	1.00021
1.634	1.00013
1.636	1.00003
1.638	0.999924
1.64	0.999812
1.642	0.999694
1.644	0.999569
1.646	0.999437
1.648	0.999298
1.65	0.99915
1.652	0.998995
1.654	0.99883
1.656	0.998657
1.658	0.998474
1.66	0.998282
1.662	0.99808
1.664	0.997867
1.666	0.997643
1.668	0.997408
1.67	0.997162
1.672	0.996904
1.674	0.996634
1.676	0.996352
1.678	0.996057
1.68	0.99575
1.682	0.995429
1.684	0.995096
1.686	0.99475
1.688	0.994391
1.69	0.994019
1.692	0.993634
1.694	0.993236
1.696	0.992826
1.698	0.992403
1.7	0.991969
1.702	0.991524
1.704	0.991067
1.706	0.990601
