 x 	V[Y|X = x] 
0	0.0176186
0.002	0.017725
0.004	0.017835
0.006	0.0179488
0.008	0.0180663
0.01	0.0181876
0.012	0.0183125
0.014	0.0184411
0.016	0.0185733
0.018	0.0187091
0.02	0.0188482
0.022	0.0189907
0.024	0.0191364
0.026	0.0192851
0.028	0.0194366
0.03	0.0195908
0.032	0.0197473
0.034	0.0199059
0.036	0.0200664
0.038	0.0202284
0.04	0.0203916
0.042	0.0205555
0.044	0.0207199
0.046	0.0208842
0.048	0.021048
0.05	0.0212109
0.052	0.0213723
0.054	0.0215317
0.056	0.0216887
0.058	0.0218426
0.06	0.0219929
0.062	0.022139
0.064	0.0222805
0.066	0.0224166
0.068	0.0225469
0.07	0.0226708
0.072	0.0227878
0.074	0.0228974
0.076	0.022999
0.078	0.0230922
0.08	0.0231766
0.082	0.0232518
0.084	0.0233174
0.086	0.0233732
0.088	0.0234188
0.09	0.0234541
0.092	0.023479
0.094	0.0234932
0.096	0.0234968
0.098	0.0234898
0.1	0.0234723
0.102	0.0234444
0.104	0.0234062
0.106	0.0233581
0.108	0.0233003
0.11	0.0232331
0.112	0.0231569
0.114	0.0230722
0.116	0.0229795
0.118	0.0228791
0.12	0.0227717
0.122	0.0226577
0.124	0.0225379
0.126	0.0224127
0.128	0.0222827
0.13	0.0221486
0.132	0.022011
0.134	0.0218704
0.136	0.0217276
0.138	0.021583
0.14	0.0214373
0.142	0.0212911
0.144	0.0211448
0.146	0.0209991
0.148	0.0208545
0.15	0.0207115
0.152	0.0205705
0.154	0.0204319
0.156	0.0202963
0.158	0.020164
0.16	0.0200354
0.162	0.0199108
0.164	0.0197906
0.166	0.019675
0.168	0.0195644
0.17	0.0194589
0.172	0.0193589
0.174	0.0192644
0.176	0.0191757
0.178	0.0190929
0.18	0.0190161
0.182	0.0189456
0.184	0.0188812
0.186	0.0188232
0.188	0.0187715
0.19	0.0187261
0.192	0.0186872
0.194	0.0186546
0.196	0.0186283
0.198	0.0186083
0.2	0.0185944
0.202	0.0185867
