0	0	0.0124584
0.191919	0	0.0142204
0.383838	0	0.0164751
0.575758	0	0.0193384
0.767677	0	0.0226938
0.959596	0	0.0266555
1.15152	0	0.0313074
1.34343	0	0.0367273
1.53535	0	0.0429875
1.72727	0	0.0501517
1.91919	0	0.0582714
2.11111	0	0.0673817
2.30303	0	0.0774974
2.49495	0	0.0886097
2.68687	0	0.100683
2.87879	0	0.113655
3.07071	0	0.127431
3.26263	0	0.141891
3.45455	0	0.156886
3.64646	0	0.172245
3.83838	0	0.187777
4.0303	0	0.20328
4.22222	0	0.218542
4.41414	0	0.233351
4.60606	0	0.247497
4.79798	0	0.260779
4.9899	0	0.273008
5.18182	0	0.284005
5.37374	0	0.293604
5.56566	0	0.301646
5.75758	0	0.307976
5.94949	0	0.312432
6.14141	0	0.314834
0	0.191919	0.0149088
0.191919	0.191919	0.0168922
0.383838	0.191919	0.0211403
0.575758	0.191919	0.0261571
0.767677	0.191919	0.0313584
0.959596	0.191919	0.0374319
1.15152	0.191919	0.0445326
1.34343	0.191919	0.0527686
1.53535	0.191919	0.0622358
1.72727	0.191919	0.0730129
1.91919	0.191919	0.0851553
2.11111	0.191919	0.0986898
2.30303	0.191919	0.113609
2.49495	0.191919	0.129867
2.68687	0.191919	0.147377
2.87879	0.191919	0.16601
3.07071	0.191919	0.185597
3.26263	0.191919	0.205931
3.45455	0.191919	0.226752
3.64646	0.191919	0.246547
3.83838	0.191919	0.245594
4.0303	0.191919	0.184056
4.22222	0.191919	0.148898
4.41414	0.191919	0.214059
4.60606	0.191919	0.319834
4.79798	0.191919	0.362349
4.9899	0.191919	0.379214
5.18182	0.191919	0.392715
5.37374	0.191919	0.404248
5.56566	0.191919	0.413668
5.75758	0.191919	0.420784
5.94949	0.191919	0.425372
6.14141	0.191919	0.427154
0	0.383838	0.0168735
0.191919	0.383838	0.019233
0.383838	0.383838	0.0271194
0.575758	0.383838	0.0359959
0.767677	0.383838	0.0439483
0.959596	0.383838	0.0530958
