0	0	0	
0.191919192	0	0	
0.383838384	0	0	
0.575757576	0	0	
0.767676768	0	0	
0.95959596	0	0	
1.15151515	0	0	
1.34343434	0	0	
1.53535354	0	0	
1.72727273	0	0	
1.91919192	0	0	
2.11111111	0	0	
2.3030303	0	0	
2.49494949	0	0	
2.68686869	0	0	
2.87878788	0	0	
3.07070707	0	0	
3.26262626	0	0	
3.45454545	0	0	
3.64646465	0	0	
3.83838384	0	0	
4.03030303	0	0	
4.22222222	0	0	
4.41414141	0	0	
4.60606061	0	0	
4.7979798	0	0	
4.98989899	0	0	
5.18181818	0	0	
5.37373737	0	0	
5.56565657	0	0	
5.75757576	0	0	
5.94949495	0	0	
6.14141414	0	0	
0	0.191919192	0	
0.191919192	0.191919192	0.00920811393	
0.383838384	0.191919192	0.0184154471	
0.575757576	0.191919192	0.0276212188	
0.767676768	0.191919192	0.0368246484	
0.95959596	0.191919192	0.0460249557	
1.15151515	0.191919192	0.0552213604	
1.34343434	0.191919192	0.0644130829	
1.53535354	0.191919192	0.0735993437	
1.72727273	0.191919192	0.0827793639	
1.91919192	0.191919192	0.0919523652	
2.11111111	0.191919192	0.10111757	
2.3030303	0.191919192	0.1102742	
2.49494949	0.191919192	0.119421481	
2.68686869	0.191919192	0.128558635	
2.87878788	0.191919192	0.137684889	
3.07070707	0.191919192	0.146799468	
3.26262626	0.191919192	0.155901601	
3.45454545	0.191919192	0.164990514	
3.64646465	0.191919192	0.174065437	
3.83838384	0.191919192	0.183125601	
4.03030303	0.191919192	0.192170238	
4.22222222	0.191919192	0.20119858	
4.41414141	0.191919192	0.210209862	
4.60606061	0.191919192	0.219203321	
4.7979798	0.191919192	0.228178193	
4.98989899	0.191919192	0.237133717	
5.18181818	0.191919192	0.246069135	
5.37373737	0.191919192	0.254983688	
5.56565657	0.191919192	0.263876621	
5.75757576	0.191919192	0.272747179	
5.94949495	0.191919192	0.281594611	
6.14141414	0.191919192	0.290418166	
0	0.383838384	0	
0.191919192	0.383838384	0.0184154471	
0.383838384	0.383838384	0.0368246484	
0.575757576	0.383838384	0.0552213604	
0.767676768	0.383838384	0.0735993437	
0.95959596	0.383838384	0.0919523652	
1.15151515	0.383838384	0.1102742	
1.34343434	0.383838384	0.128558635	
1.53535354	0.383838384	0.146799468	
1.72727273	0.383838384	0.164990514	
1.91919192	0.383838384	0.183125601	
2.11111111	0.383838384	0.20119858	
2.3030303	0.383838384	0.219203321	
2.49494949	0.383838384	0.237133717	
2.68686869	0.383838384	0.254983688	
2.87878788	0.383838384	0.272747179	
3.07070707	0.383838384	0.290418166	
3.26262626	0.383838384	0.307990656	
3.45454545	0.383838384	0.325458688	
3.64646465	0.383838384	0.342816338	
3.83838384	0.383838384	0.36005772	
4.03030303	0.383838384	0.377176985	
4.22222222	0.383838384	0.394168328	
4.41414141	0.383838384	0.411025986	
4.60606061	0.383838384	0.427744242	
4.7979798	0.383838384	0.444317425	
4.98989899	0.383838384	0.460739914	
5.18181818	0.383838384	0.47700614	
5.37373737	0.383838384	0.493110585	
5.56565657	0.383838384	0.509047789	
5.75757576	0.383838384	0.524812345	
5.94949495	0.383838384	0.540398907	
6.14141414	0.383838384	0.555802189	
0	0.575757576	0	
0.191919192	0.575757576	0.0276212188	
0.383838384	0.575757576	0.0552213604	
0.575757576	0.575757576	0.0827793639	
0.767676768	0.575757576	0.1102742	
0.95959596	0.575757576	0.137684889	
1.15151515	0.575757576	0.164990514	
1.34343434	0.575757576	0.192170238	
1.53535354	0.575757576	0.219203321	
1.72727273	0.575757576	0.246069135	
1.91919192	0.575757576	0.272747179	
2.11111111	0.575757576	0.299217096	
2.3030303	0.575757576	0.325458688	
2.49494949	0.575757576	0.351451929	
2.68686869	0.575757576	0.377176985	
2.87878788	0.575757576	0.402614227	
3.07070707	0.575757576	0.427744242	
3.26262626	0.575757576	0.452547855	
3.45454545	0.575757576	0.47700614	
3.64646465	0.575757576	0.501100432	
3.83838384	0.575757576	0.524812345	
4.03030303	0.575757576	0.548123786	
4.22222222	0.575757576	0.571016966	
4.41414141	0.575757576	0.593474417	
4.60606061	0.575757576	0.615479	
4.7979798	0.575757576	0.637013925	
4.98989899	0.575757576	0.65806276	
5.18181818	0.575757576	0.678609441	
5.37373737	0.575757576	0.698638292	
5.56565657	0.575757576	0.718134027	
5.75757576	0.575757576	0.73708177	
5.94949495	0.575757576	0.755467063	
6.14141414	0.575757576	0.773275876	
0	0.767676768	0	
0.191919192	0.767676768	0.0368246484	
0.383838384	0.767676768	0.0735993437	
0.575757576	0.767676768	0.1102742	
0.767676768	0.767676768	0.146799468	
0.95959596	0.767676768	0.183125601	
1.15151515	0.767676768	0.219203321	
1.34343434	0.767676768	0.254983688	
1.53535354	0.767676768	0.290418166	
1.72727273	0.767676768	0.325458688	
1.91919192	0.767676768	0.36005772	
2.11111111	0.767676768	0.394168328	
2.3030303	0.767676768	0.427744242	
2.49494949	0.767676768	0.460739914	
2.68686869	0.767676768	0.493110585	
2.87878788	0.767676768	0.524812345	
3.07070707	0.767676768	0.555802189	
3.26262626	0.767676768	0.586038079	
3.45454545	0.767676768	0.615479	
3.64646465	0.767676768	0.644085014	
3.83838384	0.767676768	0.671817318	
4.03030303	0.767676768	0.698638292	
4.22222222	0.767676768	0.724511552	
4.41414141	0.767676768	0.749402002	
4.60606061	0.767676768	0.773275876	
4.7979798	0.767676768	0.796100791	
4.98989899	0.767676768	0.817845783	
5.18181818	0.767676768	0.838481356	
5.37373737	0.767676768	0.857979516	
5.56565657	0.767676768	0.876313814	
5.75757576	0.767676768	0.893459379	
5.94949495	0.767676768	0.909392954	
6.14141414	0.767676768	0.924092924	
0	0.95959596	0	
0.191919192	0.95959596	0.0460249557	
0.383838384	0.95959596	0.0919523652	
0.575757576	0.95959596	0.137684889	
0.767676768	0.95959596	0.183125601	
0.95959596	0.95959596	0.228178193	
1.15151515	0.95959596	0.272747179	
1.34343434	0.95959596	0.3167381	
1.53535354	0.95959596	0.36005772	
1.72727273	0.95959596	0.402614227	
1.91919192	0.95959596	0.444317425	
2.11111111	0.95959596	0.485078928	
2.3030303	0.95959596	0.524812345	
2.49494949	0.95959596	0.563433465	
2.68686869	0.95959596	0.600860433	
2.87878788	0.95959596	0.637013925	
3.07070707	0.95959596	0.671817318	
3.26262626	0.95959596	0.705196848	
3.45454545	0.95959596	0.73708177	
3.64646465	0.95959596	0.767404507	
3.83838384	0.95959596	0.796100791	
