 x  	 F(x)  
0	0.106683
0.002	0.107795
0.004	0.108927
0.006	0.110077
0.008	0.111247
0.01	0.112434
0.012	0.113638
0.014	0.114858
0.016	0.116094
0.018	0.117344
0.02	0.118608
0.022	0.119885
0.024	0.121175
0.026	0.122476
0.028	0.123788
0.03	0.125109
0.032	0.12644
0.034	0.12778
0.036	0.129127
0.038	0.130481
0.04	0.131842
0.042	0.133209
0.044	0.134581
0.046	0.135958
0.048	0.137339
0.05	0.138724
0.052	0.140113
0.054	0.141505
0.056	0.1429
0.058	0.144298
0.06	0.145699
0.062	0.147102
0.064	0.148507
0.066	0.149914
0.068	0.151324
0.07	0.152737
0.072	0.154152
0.074	0.15557
0.076	0.156991
0.078	0.158415
0.08	0.159843
0.082	0.161275
0.084	0.162712
0.086	0.164153
0.088	0.1656
0.09	0.167052
0.092	0.168511
0.094	0.169976
0.096	0.17145
0.098	0.172931
0.1	0.174421
0.102	0.17592
0.104	0.17743
0.106	0.17895
0.108	0.180482
0.11	0.182025
0.112	0.183582
0.114	0.185151
0.116	0.186735
0.118	0.188334
0.12	0.189947
0.122	0.191577
0.124	0.193223
0.126	0.194886
0.128	0.196566
0.13	0.198265
0.132	0.199981
0.134	0.201717
0.136	0.203471
0.138	0.205245
0.14	0.207038
0.142	0.20885
0.144	0.210682
0.146	0.212534
0.148	0.214406
0.15	0.216296
0.152	0.218206
0.154	0.220134
0.156	0.222081
0.158	0.224046
0.16	0.226027
0.162	0.228025
0.164	0.230039
0.166	0.232068
0.168	0.234111
0.17	0.236166
0.172	0.238234
0.174	0.240312
0.176	0.2424
0.178	0.244496
0.18	0.246599
0.182	0.248707
0.184	0.25082
0.186	0.252935
0.188	0.255052
0.19	0.257168
0.192	0.259283
0.194	0.261395
0.196	0.263502
0.198	0.265603
0.2	0.267697
0.202	0.269782
0.204	0.271857
0.206	0.273921
0.208	0.275972
0.21	0.27801
0.212	0.280033
0.214	0.282041
0.216	0.284033
0.218	0.286007
0.22	0.287963
0.222	0.289902
0.224	0.291821
0.226	0.293721
0.228	0.295601
0.23	0.297462
0.232	0.299303
0.234	0.301124
0.236	0.302925
0.238	0.304707
0.24	0.306469
0.242	0.308213
0.244	0.309938
0.246	0.311645
0.248	0.313335
0.25	0.315008
0.252	0.316665
0.254	0.318306
0.256	0.319934
