0	0	-1.54
0.191919	0	-1.32558
0.383838	0	-1.1716
0.575758	0	-1.06297
0.767677	0	-0.989518
0.959596	0	-0.944485
1.15152	0	-0.923456
1.34343	0	-0.923655
1.53535	0	-0.943406
1.72727	0	-0.981654
1.91919	0	-1.03734
2.11111	0	-1.10842
2.30303	0	-1.19031
2.49495	0	-1.27377
2.68687	0	-1.34379
2.87879	0	-1.3825
3.07071	0	-1.37856
3.26263	0	-1.33697
3.45455	0	-1.27729
3.64646	0	-1.22091
3.83838	0	-1.18096
4.0303	0	-1.16115
4.22222	0	-1.15949
4.41414	0	-1.17174
4.60606	0	-1.19331
4.79798	0	-1.22001
4.9899	0	-1.2482
5.18182	0	-1.27474
5.37374	0	-1.29692
5.56566	0	-1.31236
5.75758	0	-1.31894
5.94949	0	-1.31482
6.14141	0	-1.29841
0	0.191919	-1.4627
0.191919	0.191919	-1.24916
0.383838	0.191919	-1.09674
0.575758	0.191919	-0.990239
0.767677	0.191919	-0.919438
0.959596	0.191919	-0.877544
1.15152	0.191919	-0.860138
1.34343	0.191919	-0.864449
1.53535	0.191919	-0.888812
1.72727	0.191919	-0.932159
1.91919	0.191919	-0.993381
2.11111	0.191919	-1.0703
2.30303	0.191919	-1.15802
2.49495	0.191919	-1.24685
2.68687	0.191919	-1.32112
2.87879	0.191919	-1.3623
3.07071	0.191919	-1.35872
3.26263	0.191919	-1.31552
3.45455	0.191919	-1.25302
3.64646	0.191919	-1.19359
3.83838	0.191919	-1.15112
4.0303	0.191919	-1.1297
4.22222	0.191919	-1.12737
4.41414	0.191919	-1.13973
4.60606	0.191919	-1.16198
4.79798	0.191919	-1.18971
4.9899	0.191919	-1.21908
5.18182	0.191919	-1.24682
5.37374	0.191919	-1.27005
5.56566	0.191919	-1.28629
5.75758	0.191919	-1.29334
5.94949	0.191919	-1.28928
6.14141	0.191919	-1.27246
0	0.383838	-1.38395
0.191919	0.383838	-1.17136
0.383838	0.383838	-1.02058
0.575758	0.383838	-0.916336
0.767677	0.383838	-0.848328
0.959596	0.383838	-0.809743
1.15152	0.383838	-0.796156
1.34343	0.383838	-0.804803
1.53535	0.383838	-0.834023
1.72727	0.383838	-0.882739
1.91919	0.383838	-0.949779
2.11111	0.383838	-1.03281
2.30303	0.383838	-1.12662
2.49495	0.383838	-1.22101
2.68687	0.383838	-1.29963
2.87879	0.383838	-1.34331
3.07071	0.383838	-1.33998
3.26263	0.383838	-1.29498
3.45455	0.383838	-1.22934
3.64646	0.383838	-1.16648
3.83838	0.383838	-1.12112
4.0303	0.383838	-1.09777
4.22222	0.383838	-1.09452
4.41414	0.383838	-1.1068
4.60606	0.383838	-1.12961
4.79798	0.383838	-1.1583
4.9899	0.383838	-1.18883
5.18182	0.383838	-1.21774
5.37374	0.383838	-1.24203
5.56566	0.383838	-1.25908
5.75758	0.383838	-1.26659
5.94949	0.383838	-1.26257
6.14141	0.383838	-1.24532
0	0.575758	-1.30385
0.191919	0.575758	-1.09229
0.383838	0.575758	-0.943274
0.575758	0.575758	-0.841409
0.767677	0.575758	-0.776353
0.959596	0.575758	-0.74126
1.15152	0.575758	-0.731704
1.34343	0.575758	-0.744925
1.53535	0.575758	-0.779268
1.72727	0.575758	-0.833637
1.91919	0.575758	-0.90679
2.11111	0.575758	-0.996214
2.30303	0.575758	-1.09637
2.49495	0.575758	-1.19652
2.68687	0.575758	-1.27961
2.87879	0.575758	-1.32578
3.07071	0.575758	-1.32262
3.26263	0.575758	-1.27559
3.45455	0.575758	-1.20648
