 x  	 F(x)  
0	0.00429031
0.002	0.0056939
0.004	0.00710207
0.006	0.00851506
0.008	0.00993312
0.01	0.0113565
0.012	0.0127854
0.014	0.0142202
0.016	0.0156609
0.018	0.017108
0.02	0.0185616
0.022	0.020022
0.024	0.0214894
0.026	0.022964
0.028	0.0244462
0.03	0.0259362
0.032	0.0274342
0.034	0.0289404
0.036	0.0304552
0.038	0.0319787
0.04	0.0335113
0.042	0.0350531
0.044	0.0366044
0.046	0.0381656
0.048	0.0397367
0.05	0.0413181
0.052	0.0429101
0.054	0.0445129
0.056	0.0461267
0.058	0.0477518
0.06	0.0493885
0.062	0.051037
0.064	0.0526976
0.066	0.0543705
0.068	0.0560559
0.07	0.0577542
0.072	0.0594656
0.074	0.0611903
0.076	0.0629285
0.078	0.0646806
0.08	0.0664468
0.082	0.0682272
0.084	0.0700222
0.086	0.0718319
0.088	0.0736566
0.09	0.0754966
0.092	0.077352
0.094	0.079223
0.096	0.0811099
0.098	0.0830128
0.1	0.084932
0.102	0.0868677
0.104	0.0888199
0.106	0.090789
0.108	0.092775
0.11	0.0947781
0.112	0.0967984
0.114	0.0988361
0.116	0.100891
0.118	0.102964
0.12	0.105055
0.122	0.107163
0.124	0.109289
0.126	0.111433
0.128	0.113595
0.13	0.115774
0.132	0.117972
0.134	0.120187
0.136	0.12242
0.138	0.124671
0.14	0.12694
0.142	0.129226
0.144	0.13153
0.146	0.133851
0.148	0.136188
0.15	0.138543
0.152	0.140914
0.154	0.143302
0.156	0.145706
0.158	0.148125
0.16	0.15056
0.162	0.153009
0.164	0.155473
0.166	0.157952
0.168	0.160444
0.17	0.162949
0.172	0.165466
0.174	0.167996
0.176	0.170537
0.178	0.173088
0.18	0.17565
0.182	0.178222
0.184	0.180801
0.186	0.183389
0.188	0.185984
0.19	0.188585
0.192	0.191192
0.194	0.193803
0.196	0.196418
0.198	0.199036
0.2	0.201655
0.202	0.204275
0.204	0.206896
0.206	0.209515
0.208	0.212131
0.21	0.214745
0.212	0.217354
0.214	0.219958
0.216	0.222556
0.218	0.225146
0.22	0.227727
0.222	0.230299
0.224	0.232861
0.226	0.235411
0.228	0.237947
0.23	0.240471
0.232	0.242979
0.234	0.245471
0.236	0.247947
0.238	0.250405
0.24	0.252844
0.242	0.255264
0.244	0.257663
0.246	0.26004
0.248	0.262396
0.25	0.264729
0.252	0.267038
0.254	0.269323
0.256	0.271582
0.258	0.273817
0.26	0.276025
0.262	0.278206
0.264	0.280361
0.266	0.282488
0.268	0.284587
0.27	0.286658
0.272	0.288701
0.274	0.290715
0.276	0.2927
0.278	0.294657
0.28	0.296585
0.282	0.298484
0.284	0.300355
0.286	0.302197
0.288	0.304011
0.29	0.305796
0.292	0.307554
0.294	0.309284
0.296	0.310987
0.298	0.312663
0.3	0.314312
0.302	0.315936
0.304	0.317535
0.306	0.319108
0.308	0.320658
0.31	0.322184
0.312	0.323687
0.314	0.325168
0.316	0.326627
0.318	0.328065
0.32	0.329484
0.322	0.330883
0.324	0.332264
0.326	0.333627
0.328	0.334973
0.33	0.336303
0.332	0.337618
0.334	0.338919
0.336	0.340207
0.338	0.341481
0.34	0.342744
0.342	0.343997
0.344	0.345239
0.346	0.346472
0.348	0.347697
0.35	0.348915
0.352	0.350126
0.354	0.351331
0.356	0.352532
0.358	0.353729
0.36	0.354922
0.362	0.356114
0.364	0.357304
0.366	0.358493
0.368	0.359682
0.37	0.360872
0.372	0.362064
0.374	0.363258
0.376	0.364456
0.378	0.365657
0.38	0.366863
0.382	0.368074
0.384	0.369292
0.386	0.370515
0.388	0.371747
0.39	0.372986
0.392	0.374234
0.394	0.375491
0.396	0.376758
0.398	0.378035
0.4	0.379323
0.402	0.380622
0.404	0.381934
0.406	0.383258
0.408	0.384596
0.41	0.385946
0.412	0.387311
0.414	0.38869
0.416	0.390084
0.418	0.391494
0.42	0.392919
0.422	0.39436
0.424	0.395818
0.426	0.397292
0.428	0.398784
0.43	0.400294
0.432	0.401821
0.434	0.403366
0.436	0.404929
0.438	0.406512
0.44	0.408113
0.442	0.409733
0.444	0.411373
0.446	0.413032
0.448	0.414711
0.45	0.41641
0.452	0.418129
0.454	0.419868
0.456	0.421627
0.458	0.423406
0.46	0.425206
0.462	0.427027
0.464	0.428868
0.466	0.430729
0.468	0.432611
0.47	0.434513
0.472	0.436436
0.474	0.438379
0.476	0.440343
0.478	0.442326
0.48	0.44433
0.482	0.446353
0.484	0.448396
0.486	0.450459
0.488	0.452541
0.49	0.454641
0.492	0.456761
0.494	0.458899
0.496	0.461055
0.498	0.463229
0.5	0.46542
0.502	0.467629
0.504	0.469854
0.506	0.472095
0.508	0.474351
0.51	0.476623
0.512	0.47891
0.514	0.481211
0.516	0.483525
0.518	0.485853
0.52	0.488192
0.522	0.490544
0.524	0.492906
0.526	0.495279
0.528	0.497661
0.53	0.500052
0.532	0.502451
0.534	0.504858
0.536	0.507271
0.538	0.50969
0.54	0.512113
0.542	0.514541
0.544	0.516971
0.546	0.519404
0.548	0.521838
0.55	0.524272
0.552	0.526705
0.554	0.529137
0.556	0.531566
0.558	0.533992
0.56	0.536413
0.562	0.538828
0.564	0.541236
0.566	0.543637
0.568	0.54603
0.57	0.548412
0.572	0.550784
0.574	0.553144
0.576	0.555492
0.578	0.557825
0.58	0.560144
