 x  	 F(x)  
0	0.00426861
0.002	0.00567661
0.004	0.00708912
0.006	0.00850638
0.008	0.00992863
0.01	0.0113561
0.012	0.0127891
0.014	0.0142278
0.016	0.0156724
0.018	0.0171233
0.02	0.0185806
0.022	0.0200446
0.024	0.0215155
0.026	0.0229936
0.028	0.0244792
0.03	0.0259724
0.032	0.0274736
0.034	0.0289829
0.036	0.0305007
0.038	0.0320271
0.04	0.0335624
0.042	0.035107
0.044	0.0366609
0.046	0.0382245
0.048	0.0397981
0.05	0.0413818
0.052	0.042976
0.054	0.0445808
0.056	0.0461966
0.058	0.0478236
0.06	0.049462
0.062	0.0511122
0.064	0.0527743
0.066	0.0544486
0.068	0.0561354
0.07	0.0578349
0.072	0.0595473
0.074	0.061273
0.076	0.0630121
0.078	0.0647649
0.08	0.0665317
0.082	0.0683126
0.084	0.070108
0.086	0.071918
0.088	0.0737429
0.09	0.0755828
0.092	0.0774381
0.094	0.0793089
0.096	0.0811955
0.098	0.083098
0.1	0.0850166
0.102	0.0869515
0.104	0.088903
0.106	0.0908711
0.108	0.092856
0.11	0.094858
0.112	0.096877
0.114	0.0989133
0.116	0.100967
0.118	0.103038
0.12	0.105127
0.122	0.107233
0.124	0.109357
0.126	0.111499
0.128	0.113659
0.13	0.115836
0.132	0.118031
0.134	0.120244
0.136	0.122475
0.138	0.124723
0.14	0.126989
0.142	0.129272
0.144	0.131573
0.146	0.133891
0.148	0.136226
0.15	0.138577
0.152	0.140945
0.154	0.14333
0.156	0.14573
0.158	0.148146
0.16	0.150577
0.162	0.153024
0.164	0.155484
0.166	0.157959
0.168	0.160447
0.17	0.162949
0.172	0.165463
0.174	0.167989
0.176	0.170527
0.178	0.173075
0.18	0.175633
0.182	0.178201
0.184	0.180777
0.186	0.183362
0.188	0.185953
0.19	0.188551
0.192	0.191155
0.194	0.193763
0.196	0.196375
0.198	0.198989
0.2	0.201606
0.202	0.204223
0.204	0.206841
0.206	0.209457
0.208	0.212071
0.21	0.214682
0.212	0.217289
0.214	0.219891
0.216	0.222487
0.218	0.225075
0.22	0.227655
0.222	0.230225
0.224	0.232785
0.226	0.235333
0.228	0.237869
0.23	0.240391
0.232	0.242899
0.234	0.24539
0.236	0.247865
0.238	0.250323
0.24	0.252762
0.242	0.255181
0.244	0.25758
0.246	0.259958
0.248	0.262314
0.25	0.264648
0.252	0.266957
0.254	0.269243
0.256	0.271504
0.258	0.273739
0.26	0.275948
0.262	0.278131
0.264	0.280287
0.266	0.282416
0.268	0.284517
0.27	0.28659
0.272	0.288634
0.274	0.290651
0.276	0.292638
0.278	0.294597
0.28	0.296528
0.282	0.29843
0.284	0.300303
0.286	0.302147
0.288	0.303964
0.29	0.305752
0.292	0.307512
0.294	0.309245
0.296	0.310951
0.298	0.31263
0.3	0.314283
0.302	0.315909
0.304	0.317511
0.306	0.319088
0.308	0.32064
0.31	0.322169
0.312	0.323675
0.314	0.325159
0.316	0.326622
0.318	0.328063
0.32	0.329485
0.322	0.330887
0.324	0.332271
0.326	0.333637
0.328	0.334986
0.33	0.33632
0.332	0.337638
0.334	0.338941
0.336	0.340232
0.338	0.341509
0.34	0.342775
0.342	0.34403
0.344	0.345275
0.346	0.346511
0.348	0.347739
0.35	0.348959
0.352	0.350173
0.354	0.351381
0.356	0.352584
0.358	0.353783
0.36	0.354979
0.362	0.356172
0.364	0.357364
0.366	0.358556
0.368	0.359747
0.37	0.360939
0.372	0.362133
0.374	0.363329
0.376	0.364528
0.378	0.365731
0.38	0.366939
0.382	0.368152
0.384	0.36937
0.386	0.370596
0.388	0.371828
0.39	0.373069
0.392	0.374318
0.394	0.375576
0.396	0.376844
0.398	0.378122
0.4	0.379411
0.402	0.380711
0.404	0.382023
0.406	0.383348
0.408	0.384686
0.41	0.386037
0.412	0.387402
0.414	0.388781
0.416	0.390175
0.418	0.391585
0.42	0.39301
0.422	0.394451
0.424	0.395908
0.426	0.397382
0.428	0.398874
0.43	0.400382
0.432	0.401909
0.434	0.403453
0.436	0.405016
0.438	0.406597
0.44	0.408197
0.442	0.409817
0.444	0.411455
0.446	0.413113
0.448	0.41479
0.45	0.416487
0.452	0.418204
0.454	0.419942
0.456	0.421699
0.458	0.423476
0.46	0.425274
0.462	0.427092
0.464	0.428931
0.466	0.43079
0.468	0.432669
0.47	0.434569
0.472	0.436489
0.474	0.438429
0.476	0.44039
0.478	0.44237
0.48	0.444371
0.482	0.446391
0.484	0.448431
0.486	0.45049
0.488	0.452568
0.49	0.454665
0.492	0.456781
0.494	0.458916
0.496	0.461068
0.498	0.463238
0.5	0.465425
0.502	0.46763
0.504	0.469851
0.506	0.472088
0.508	0.47434
0.51	0.476608
0.512	0.47889
0.514	0.481187
0.516	0.483497
0.518	0.48582
0.52	0.488155
0.522	0.490502
0.524	0.49286
0.526	0.495228
0.528	0.497606
0.53	0.499993
0.532	0.502388
0.534	0.50479
0.536	0.507199
0.538	0.509613
0.54	0.512032
0.542	0.514455
0.544	0.516882
0.546	0.51931
0.548	0.52174
0.55	0.52417
0.552	0.5266
0.554	0.529028
0.556	0.531453
0.558	0.533875
0.56	0.536292
0.562	0.538704
0.564	0.541109
0.566	0.543507
0.568	0.545896
0.57	0.548276
0.572	0.550645
0.574	0.553003
0.576	0.555348
0.578	0.55768
0.58	0.559996
0.582	0.562298
0.584	0.564583
0.586	0.566851
0.588	0.5691
0.59	0.57133
0.592	0.57354
0.594	0.575729
0.596	0.577897
0.598	0.580041
0.6	0.582163
0.602	0.58426
0.604	0.586333
0.606	0.58838
0.608	0.590401
0.61	0.592395
0.612	0.594362
0.614	0.596301
0.616	0.598212
0.618	0.600094
0.62	0.601947
0.622	0.60377
0.624	0.605564
0.626	0.607328
0.628	0.609061
0.63	0.610764
0.632	0.612436
0.634	0.614078
0.636	0.615689
0.638	0.61727
0.64	0.61882
0.642	0.620339
0.644	0.621829
0.646	0.623288
0.648	0.624717
0.65	0.626117
0.652	0.627487
0.654	0.628828
0.656	0.630141
0.658	0.631426
0.66	0.632683
0.662	0.633914
0.664	0.635117
0.666	0.636295
0.668	0.637448
0.67	0.638576
0.672	0.63968
0.674	0.64076
0.676	0.641818
0.678	0.642855
0.68	0.64387
0.682	0.644865
0.684	0.645841
0.686	0.646797
0.688	0.647737
0.69	0.648659
0.692	0.649565
0.694	0.650456
0.696	0.651333
0.698	0.652196
0.7	0.653047
0.702	0.653886
0.704	0.654715
0.706	0.655534
0.708	0.656343
0.71	0.657145
0.712	0.65794
0.714	0.658728
0.716	0.659512
0.718	0.66029
0.72	0.661066
0.722	0.661838
0.724	0.662609
0.726	0.663379
0.728	0.664148
0.73	0.664919
0.732	0.66569
0.734	0.666465
0.736	0.667242
0.738	0.668023
0.74	0.668809
0.742	0.6696
0.744	0.670398
0.746	0.671202
0.748	0.672014
0.75	0.672834
0.752	0.673663
0.754	0.674502
0.756	0.67535
0.758	0.67621
0.76	0.677081
0.762	0.677964
0.764	0.67886
0.766	0.679769
0.768	0.680692
0.77	0.681629
0.772	0.68258
0.774	0.683547
0.776	0.684529
0.778	0.685527
0.78	0.686542
0.782	0.687574
0.784	0.688622
0.786	0.689689
0.788	0.690774
0.79	0.691876
0.792	0.692998
0.794	0.694138
0.796	0.695298
0.798	0.696477
0.8	0.697675
0.802	0.698894
0.804	0.700132
0.806	0.701391
0.808	0.70267
0.81	0.70397
0.812	0.70529
0.814	0.706631
0.816	0.707993
0.818	0.709376
0.82	0.710779
0.822	0.712204
0.824	0.713649
0.826	0.715115
0.828	0.716602
0.83	0.71811
0.832	0.719639
0.834	0.721188
0.836	0.722757
0.838	0.724347
0.84	0.725957
0.842	0.727586
0.844	0.729236
0.846	0.730904
0.848	0.732592
0.85	0.734299
0.852	0.736024
0.854	0.737767
0.856	0.739528
0.858	0.741307
0.86	0.743102
0.862	0.744914
0.864	0.746743
0.866	0.748586
0.868	0.750445
0.87	0.752318
0.872	0.754206
0.874	0.756107
0.876	0.75802
0.878	0.759946
0.88	0.761883
0.882	0.763831
0.884	0.765789
0.886	0.767756
0.888	0.769732
0.89	0.771716
0.892	0.773707
0.894	0.775704
0.896	0.777706
0.898	0.779713
0.9	0.781723
0.902	0.783736
0.904	0.785751
0.906	0.787767
0.908	0.789782
0.91	0.791797
0.912	0.793809
0.914	0.795819
0.916	0.797824
0.918	0.799824
0.92	0.801818
0.922	0.803804
0.924	0.805783
0.926	0.807752
0.928	0.809711
0.93	0.811658
0.932	0.813593
0.934	0.815514
0.936	0.817421
0.938	0.819312
0.94	0.821187
0.942	0.823044
0.944	0.824882
0.946	0.826701
0.948	0.828499
0.95	0.830275
0.952	0.832029
0.954	0.833759
0.956	0.835465
0.958	0.837145
0.96	0.8388
0.962	0.840427
0.964	0.842027
0.966	0.843599
0.968	0.845141
0.97	0.846653
0.972	0.848135
0.974	0.849587
0.976	0.851006
0.978	0.852394
0.98	0.853749
0.982	0.855071
0.984	0.856359
0.986	0.857614
