 x  	 F(x)  
0	0.00977529
0.002	0.0101566
0.004	0.0106032
0.006	0.0111164
0.008	0.0116977
0.01	0.0123484
0.012	0.0130697
0.014	0.0138629
0.016	0.0147292
0.018	0.0156695
0.02	0.0166849
0.022	0.0177762
0.024	0.0189442
0.026	0.0201896
0.028	0.0215128
0.03	0.0229143
0.032	0.0243943
0.034	0.0259527
0.036	0.0275896
0.038	0.0293047
0.04	0.0310974
0.042	0.0329671
0.044	0.0349129
0.046	0.0369337
0.048	0.0390282
0.05	0.0411948
0.052	0.0434316
0.054	0.0457367
0.056	0.0481078
0.058	0.0505423
0.06	0.0530374
0.062	0.0555901
0.064	0.0581971
0.066	0.0608549
0.068	0.0635598
0.07	0.0663077
0.072	0.0690945
0.074	0.0719158
0.076	0.074767
0.078	0.0776435
0.08	0.0805403
0.082	0.0834524
0.084	0.0863747
0.086	0.089302
0.088	0.0922292
0.09	0.0951509
0.092	0.0980619
0.094	0.100957
0.096	0.103831
0.098	0.106679
0.1	0.109496
0.102	0.112277
0.104	0.115018
0.106	0.117714
0.108	0.120362
0.11	0.122956
0.112	0.125494
0.114	0.127973
0.116	0.130389
0.118	0.13274
0.12	0.135024
0.122	0.137238
0.124	0.139382
0.126	0.141454
0.128	0.143454
0.13	0.145381
0.132	0.147235
0.134	0.149017
0.136	0.150727
0.138	0.152368
0.14	0.153939
0.142	0.155444
0.144	0.156885
0.146	0.158263
0.148	0.159583
0.15	0.160846
0.152	0.162057
0.154	0.163219
0.156	0.164335
0.158	0.165411
0.16	0.166449
0.162	0.167455
0.164	0.168432
0.166	0.169386
0.168	0.170321
0.17	0.171241
0.172	0.172151
0.174	0.173057
0.176	0.173962
0.178	0.174871
0.18	0.17579
0.182	0.176722
0.184	0.177673
0.186	0.178646
0.188	0.179645
0.19	0.180676
0.192	0.181742
0.194	0.182847
0.196	0.183994
0.198	0.185187
0.2	0.18643
0.202	0.187725
0.204	0.189075
0.206	0.190484
0.208	0.191952
0.21	0.193483
0.212	0.195078
0.214	0.196739
0.216	0.198468
0.218	0.200264
0.22	0.20213
0.222	0.204064
0.224	0.206069
0.226	0.208142
0.228	0.210285
0.23	0.212496
0.232	0.214773
0.234	0.217117
0.236	0.219525
0.238	0.221994
0.24	0.224524
0.242	0.227111
0.244	0.229752
0.246	0.232445
0.248	0.235186
0.25	0.237972
0.252	0.240799
0.254	0.243662
0.256	0.246559
0.258	0.249483
0.26	0.252432
0.262	0.255399
0.264	0.258382
0.266	0.261374
0.268	0.264371
0.27	0.267367
0.272	0.270359
0.274	0.273341
0.276	0.276307
0.278	0.279255
0.28	0.282177
0.282	0.28507
0.284	0.28793
0.286	0.290752
0.288	0.293531
0.29	0.296265
0.292	0.298948
0.294	0.301578
0.296	0.304151
0.298	0.306665
0.3	0.309116
0.302	0.311502
0.304	0.313821
0.306	0.316071
0.308	0.318252
0.31	0.320361
0.312	0.322398
0.314	0.324362
0.316	0.326254
0.318	0.328074
0.32	0.329822
0.322	0.331498
0.324	0.333106
0.326	0.334645
0.328	0.336118
0.33	0.337527
0.332	0.338874
0.334	0.340161
0.336	0.341393
0.338	0.342572
0.34	0.343701
0.342	0.344784
0.344	0.345825
0.346	0.346828
0.348	0.347796
0.35	0.348734
0.352	0.349646
0.354	0.350537
0.356	0.351412
0.358	0.352274
0.36	0.353128
0.362	0.353979
0.364	0.354831
0.366	0.355689
0.368	0.356558
0.37	0.357442
0.372	0.358344
0.374	0.359271
0.376	0.360225
