0	0	0.0727532
0.191919	0	0.0940997
0.383838	0	0.14603
0.575758	0	0.219166
0.767677	0	0.294833
0.959596	0	0.358975
1.15152	0	0.409132
1.34343	0	0.442356
1.53535	0	0.447303
1.72727	0	0.418538
1.91919	0	0.370842
2.11111	0	0.323731
2.30303	0	0.28469
2.49495	0	0.252898
2.68687	0	0.230256
2.87879	0	0.222332
3.07071	0	0.229674
3.26263	0	0.24642
3.45455	0	0.263945
3.64646	0	0.27666
3.83838	0	0.286152
4.0303	0	0.296949
4.22222	0	0.308488
4.41414	0	0.321918
4.60606	0	0.335645
4.79798	0	0.351445
4.9899	0	0.367877
5.18182	0	0.379533
5.37374	0	0.381779
5.56566	0	0.374397
5.75758	0	0.359028
5.94949	0	0.336821
6.14141	0	0.310657
0	0.191919	0.0643864
0.191919	0.191919	0.0845545
0.383838	0.191919	0.137038
0.575758	0.191919	0.212168
0.767677	0.191919	0.29052
0.959596	0.191919	0.357338
1.15152	0.191919	0.410009
1.34343	0.191919	0.445744
1.53535	0.191919	0.453266
1.72727	0.191919	0.427115
1.91919	0.191919	0.382301
2.11111	0.191919	0.338915
2.30303	0.191919	0.304896
2.49495	0.191919	0.27876
2.68687	0.191919	0.26046
2.87879	0.191919	0.254836
3.07071	0.191919	0.263647
3.26263	0.191919	0.281845
3.45455	0.191919	0.300502
3.64646	0.191919	0.3137
3.83838	0.191919	0.323343
4.0303	0.191919	0.33429
4.22222	0.191919	0.345489
4.41414	0.191919	0.35797
4.60606	0.191919	0.370226
4.79798	0.191919	0.384726
4.9899	0.191919	0.400295
5.18182	0.191919	0.411292
5.37374	0.191919	0.412811
5.56566	0.191919	0.404576
5.75758	0.191919	0.388118
5.94949	0.191919	0.364302
6.14141	0.191919	0.33593
0	0.383838	0.0664292
0.191919	0.383838	0.0859457
0.383838	0.383838	0.139492
0.575758	0.383838	0.216906
0.767677	0.383838	0.297889
0.959596	0.383838	0.367241
1.15152	0.383838	0.422574
1.34343	0.383838	0.461333
1.53535	0.383838	0.472033
1.72727	0.383838	0.448947
1.91919	0.383838	0.407535
2.11111	0.383838	0.368926
2.30303	0.383838	0.341587
2.49495	0.383838	0.322575
2.68687	0.383838	0.308783
2.87879	0.383838	0.304457
3.07071	0.383838	0.313575
3.26263	0.383838	0.332313
3.45455	0.383838	0.351273
3.64646	0.383838	0.36407
3.83838	0.383838	0.373059
4.0303	0.383838	0.383549
4.22222	0.383838	0.39383
4.41414	0.383838	0.40477
4.60606	0.383838	0.414948
4.79798	0.383838	0.427717
4.9899	0.383838	0.442232
5.18182	0.383838	0.452508
5.37374	0.383838	0.453263
5.56566	0.383838	0.44415
5.75758	0.383838	0.426578
5.94949	0.383838	0.401029
6.14141	0.383838	0.370178
0	0.575758	0.0786958
0.191919	0.575758	0.0982974
0.383838	0.575758	0.153577
